call_id,operator_id,client_id,timestamp_start,timestamp_end,wait_time,call_duration,status,call_type,reason,resolution,customer_satisfaction
8114,13,11837,2025-01-07 19:00:53,2025-01-07 19:03:06,60,73,missed,inbound,other,unresolved,2
8115,5,63763,2025-01-12 18:51:18,2025-01-12 18:52:31,58,15,answered,inbound,other,resolved,3
8116,7,92945,2025-01-19 19:09:46,2025-01-19 19:10:07,6,15,abandoned,inbound,other,unresolved,1
8117,20,66964,2025-01-29 19:12:44,2025-01-29 19:16:47,38,205,missed,inbound,billing,unresolved,1
8118,1,66398,2025-01-24 08:22:42,2025-01-24 08:38:34,16,936,answered,inbound,other,resolved,5
8119,14,92578,2025-01-10 11:48:13,2025-01-10 11:51:04,8,163,answered,inbound,billing,unresolved,2
8120,4,92597,2025-01-30 09:30:38,2025-01-30 09:32:39,111,10,answered,inbound,technical,resolved,4
8121,17,63198,2025-01-16 17:16:21,2025-01-16 17:19:12,108,63,abandoned,inbound,billing,unresolved,2
8122,14,95741,2025-01-04 10:22:24,2025-01-04 10:23:25,44,17,abandoned,inbound,billing,unresolved,3
8123,16,45143,2025-01-05 13:54:25,2025-01-05 13:58:45,207,53,answered,inbound,technical,resolved,3
8124,14,59427,2025-01-29 19:37:05,2025-01-29 19:41:16,7,244,answered,outbound,technical,resolved,4
8125,16,16859,2025-01-19 18:18:45,2025-01-19 18:21:26,70,91,abandoned,inbound,billing,unresolved,3
8126,20,55507,2025-01-15 12:22:11,2025-01-15 12:23:33,32,50,answered,inbound,technical,resolved,4
8127,8,44356,2025-01-13 13:49:02,2025-01-13 13:50:38,8,88,answered,inbound,technical,unresolved,2
8128,3,96501,2025-01-12 12:30:12,2025-01-12 12:32:12,39,81,answered,inbound,contract,resolved,5
8129,19,72570,2025-01-23 13:47:57,2025-01-23 13:51:56,193,46,answered,inbound,billing,resolved,5
8130,1,22854,2025-01-03 14:52:09,2025-01-03 14:52:40,10,21,answered,inbound,contract,unresolved,2
8131,2,43013,2025-01-30 11:43:05,2025-01-30 11:48:30,25,300,answered,inbound,billing,unresolved,1
8132,15,41654,2025-01-18 14:33:22,2025-01-18 14:36:42,4,196,answered,inbound,technical,resolved,4
8133,10,33054,2025-01-08 09:23:27,2025-01-08 09:24:35,12,56,missed,outbound,technical,unresolved,1
8134,18,83728,2025-01-13 14:02:12,2025-01-13 14:02:38,14,12,answered,outbound,technical,unresolved,3
8135,14,70254,2025-01-07 08:49:52,2025-01-07 08:54:09,34,223,answered,outbound,billing,resolved,4
8136,17,77720,2025-01-16 18:28:24,2025-01-16 18:29:08,2,42,answered,inbound,technical,resolved,3
8137,13,55206,2025-01-17 12:05:45,2025-01-17 12:10:19,86,188,answered,inbound,billing,resolved,3
8138,1,46019,2025-01-14 10:36:49,2025-01-14 10:40:38,128,101,abandoned,outbound,technical,unresolved,1
8139,5,26281,2025-01-11 15:11:18,2025-01-11 15:13:09,45,66,answered,inbound,billing,resolved,3
8140,13,15863,2025-01-21 19:16:52,2025-01-21 19:18:23,44,47,answered,inbound,technical,resolved,4
8141,14,62203,2025-01-17 16:01:05,2025-01-17 16:02:05,14,46,answered,inbound,technical,resolved,4
8142,3,85238,2025-01-25 10:05:00,2025-01-25 10:06:48,89,19,answered,inbound,contract,resolved,5
8143,15,46539,2025-01-14 14:33:20,2025-01-14 14:42:55,68,507,answered,inbound,contract,resolved,5
8144,19,89072,2025-01-21 19:48:26,2025-01-21 19:49:40,5,69,answered,inbound,contract,resolved,3
8145,17,52088,2025-01-23 11:35:31,2025-01-23 11:46:54,50,633,answered,inbound,billing,unresolved,2
8146,3,72438,2025-01-07 17:44:16,2025-01-07 17:45:38,5,77,answered,inbound,contract,resolved,3
8147,16,26077,2025-01-14 13:16:28,2025-01-14 13:31:22,10,884,answered,outbound,technical,resolved,3
8148,14,35273,2025-01-16 13:25:30,2025-01-16 13:28:40,68,122,answered,inbound,billing,unresolved,1
8149,12,41052,2025-01-02 17:26:16,2025-01-02 17:26:51,25,10,answered,inbound,technical,resolved,4
8150,12,77955,2025-01-24 14:33:17,2025-01-24 14:35:00,24,79,answered,inbound,billing,resolved,3
8151,11,23518,2025-01-21 11:31:11,2025-01-21 11:36:51,11,329,answered,inbound,technical,resolved,4
8152,17,17396,2025-01-04 16:10:48,2025-01-04 16:12:02,38,36,answered,inbound,billing,resolved,4
8153,8,94548,2025-01-30 17:56:31,2025-01-30 17:58:44,6,127,abandoned,inbound,billing,unresolved,1
8154,17,50077,2025-01-28 10:39:36,2025-01-28 10:46:24,63,345,answered,inbound,contract,resolved,4
8155,20,21981,2025-01-10 10:56:40,2025-01-10 11:03:32,30,382,answered,inbound,technical,unresolved,3
8156,11,78292,2025-01-16 15:02:02,2025-01-16 15:04:19,74,63,answered,outbound,contract,resolved,4
8157,2,74842,2025-01-10 19:14:46,2025-01-10 19:15:23,27,10,missed,inbound,billing,unresolved,2
8158,10,15023,2025-01-27 17:50:45,2025-01-27 17:52:58,13,120,answered,inbound,billing,unresolved,2
8159,10,31219,2025-01-11 13:11:17,2025-01-11 13:15:58,0,281,answered,inbound,technical,unresolved,1
8160,11,93892,2025-01-25 09:25:23,2025-01-25 09:26:28,21,44,answered,outbound,contract,unresolved,1
8161,6,27094,2025-01-26 11:35:20,2025-01-26 11:37:46,116,30,answered,inbound,billing,resolved,2
8162,4,47853,2025-01-30 08:19:53,2025-01-30 08:22:36,72,91,answered,inbound,technical,resolved,3
8163,12,15646,2025-01-28 17:49:58,2025-01-28 17:55:18,258,62,answered,inbound,contract,resolved,2
8164,11,64045,2025-01-19 18:13:35,2025-01-19 18:14:32,6,51,answered,inbound,other,resolved,3
8165,13,56925,2025-01-16 10:56:21,2025-01-16 11:02:39,40,338,abandoned,inbound,billing,unresolved,1
8166,5,53927,2025-01-11 12:52:01,2025-01-11 12:52:33,5,27,answered,outbound,contract,resolved,2
8167,6,21991,2025-01-12 16:01:36,2025-01-12 16:03:23,94,13,answered,inbound,other,resolved,4
8168,1,28978,2025-01-23 10:23:04,2025-01-23 10:23:47,17,26,answered,inbound,billing,unresolved,1
8169,6,93012,2025-01-26 19:34:18,2025-01-26 19:37:49,89,122,answered,inbound,technical,resolved,4
8170,18,45723,2025-01-19 18:43:18,2025-01-19 18:51:36,9,489,abandoned,inbound,billing,unresolved,1
8171,9,34787,2025-01-20 17:16:11,2025-01-20 17:16:45,6,28,answered,inbound,technical,unresolved,1
8172,15,59092,2025-01-03 17:57:52,2025-01-03 18:05:09,7,430,answered,outbound,technical,resolved,4
8173,8,54791,2025-01-29 15:39:24,2025-01-29 15:46:55,60,391,answered,inbound,technical,resolved,4
8174,19,85171,2025-01-25 13:12:41,2025-01-25 13:15:42,79,102,answered,outbound,billing,resolved,5
8175,16,24932,2025-01-15 14:27:47,2025-01-15 14:36:22,1,514,answered,inbound,other,resolved,4
8176,6,46911,2025-01-13 18:43:13,2025-01-13 18:44:56,6,97,answered,outbound,technical,resolved,2
8177,6,19946,2025-01-20 10:46:42,2025-01-20 10:47:26,0,44,answered,inbound,other,resolved,5
8178,3,94899,2025-01-03 09:39:22,2025-01-03 09:44:27,2,303,answered,outbound,billing,unresolved,3
8179,10,24387,2025-01-08 13:28:41,2025-01-08 13:31:00,3,136,answered,inbound,other,unresolved,1
8180,1,79141,2025-01-15 19:57:04,2025-01-15 19:59:34,13,137,answered,outbound,other,resolved,1
8181,14,59573,2025-01-01 15:01:32,2025-01-01 15:04:22,9,161,abandoned,inbound,technical,unresolved,3
8182,4,51405,2025-01-25 18:26:55,2025-01-25 18:27:48,43,10,answered,inbound,contract,resolved,4
8183,12,19152,2025-01-27 16:04:50,2025-01-27 16:09:07,240,17,missed,outbound,other,unresolved,1
8184,6,45415,2025-01-30 18:39:03,2025-01-30 18:39:56,43,10,answered,inbound,technical,resolved,3
8185,11,41848,2025-01-14 08:40:26,2025-01-14 08:42:26,0,120,missed,outbound,billing,unresolved,3
8186,12,53394,2025-01-04 19:33:09,2025-01-04 19:34:46,5,92,answered,inbound,billing,unresolved,1
8187,10,79265,2025-01-19 13:40:21,2025-01-19 13:50:25,4,600,answered,inbound,contract,resolved,3
8188,18,41455,2025-01-28 19:19:48,2025-01-28 19:23:55,21,226,answered,outbound,contract,unresolved,3
8189,7,76560,2025-01-02 14:50:33,2025-01-02 14:54:49,13,243,answered,inbound,billing,resolved,3
8190,7,26921,2025-01-16 19:53:13,2025-01-16 19:56:25,133,59,answered,inbound,technical,unresolved,1
8191,11,42179,2025-01-20 08:40:14,2025-01-20 08:43:26,7,185,answered,inbound,technical,resolved,4
8192,4,62235,2025-01-15 16:42:04,2025-01-15 16:43:12,43,25,abandoned,outbound,contract,unresolved,1
8193,20,42037,2025-01-08 13:38:37,2025-01-08 13:40:41,7,117,answered,inbound,technical,resolved,4
8194,1,43275,2025-01-07 10:45:42,2025-01-07 10:50:01,31,228,answered,outbound,other,unresolved,1
8195,13,46692,2025-01-19 17:13:18,2025-01-19 17:18:31,1,312,answered,inbound,technical,resolved,3
8196,18,18872,2025-01-26 13:32:45,2025-01-26 13:37:32,1,286,answered,outbound,technical,unresolved,1
8197,9,61764,2025-01-12 19:28:40,2025-01-12 19:29:06,1,25,answered,inbound,technical,resolved,4
8198,9,96143,2025-01-29 16:45:19,2025-01-29 16:46:49,6,84,answered,outbound,technical,unresolved,2
8199,9,62299,2025-01-02 14:29:28,2025-01-02 14:30:42,0,74,answered,inbound,technical,resolved,3
8200,10,44961,2025-01-07 13:39:50,2025-01-07 13:42:35,27,138,abandoned,inbound,billing,unresolved,1
8201,2,34466,2025-01-02 17:00:27,2025-01-02 17:01:59,19,73,abandoned,inbound,technical,unresolved,1
8202,6,25762,2025-01-19 15:59:07,2025-01-19 16:01:02,2,113,answered,inbound,technical,unresolved,2
8203,15,28930,2025-01-07 19:49:18,2025-01-07 19:50:27,3,66,missed,inbound,technical,unresolved,2
8204,3,64213,2025-01-13 14:10:23,2025-01-13 14:12:17,59,55,abandoned,outbound,billing,unresolved,1
8205,11,80191,2025-01-25 13:09:50,2025-01-25 13:10:22,0,32,answered,inbound,other,resolved,4
8206,6,60374,2025-01-25 12:11:35,2025-01-25 12:14:36,101,80,answered,inbound,technical,unresolved,1
8207,3,66902,2025-01-25 17:27:15,2025-01-25 17:28:25,18,52,answered,inbound,technical,unresolved,2
8208,11,80555,2025-01-02 17:03:28,2025-01-02 17:04:38,6,64,answered,outbound,technical,resolved,1
8209,15,64875,2025-01-16 13:42:05,2025-01-16 13:44:37,78,74,answered,inbound,other,resolved,4
8210,13,49314,2025-01-28 18:41:46,2025-01-28 18:42:21,17,18,answered,inbound,billing,unresolved,2
8211,20,62175,2025-01-21 17:38:52,2025-01-21 17:39:53,33,28,abandoned,outbound,technical,unresolved,3
8212,10,95200,2025-01-15 13:29:29,2025-01-15 13:30:36,27,40,abandoned,inbound,billing,unresolved,1
8213,6,58978,2025-01-01 15:29:36,2025-01-01 15:32:43,36,151,answered,inbound,billing,unresolved,1
8214,15,68415,2025-01-21 17:05:53,2025-01-21 17:07:39,7,99,answered,outbound,other,unresolved,1
8215,18,92460,2025-01-24 11:14:35,2025-01-24 11:15:05,20,10,answered,inbound,technical,resolved,1
8216,18,56255,2025-01-03 16:15:15,2025-01-03 16:25:51,14,622,missed,inbound,billing,unresolved,1
8217,7,59662,2025-01-08 12:26:55,2025-01-08 12:29:17,59,83,answered,inbound,billing,unresolved,1
8218,15,98082,2025-01-06 12:12:08,2025-01-06 12:14:58,61,109,answered,inbound,billing,resolved,3
8219,18,90366,2025-01-09 18:07:27,2025-01-09 18:11:38,206,45,answered,inbound,technical,unresolved,1
8220,18,88178,2025-01-13 17:18:28,2025-01-13 17:24:12,256,88,answered,inbound,contract,resolved,5
8221,20,98622,2025-01-25 13:56:32,2025-01-25 13:58:10,4,94,answered,inbound,technical,resolved,5
8222,9,59496,2025-01-17 13:43:03,2025-01-17 13:44:58,24,91,abandoned,inbound,technical,unresolved,1
8223,2,57791,2025-01-21 12:02:24,2025-01-21 12:03:32,55,13,answered,inbound,billing,unresolved,2
8224,8,67235,2025-01-17 13:17:31,2025-01-17 13:24:20,44,365,answered,inbound,contract,unresolved,1
8225,20,49140,2025-01-18 16:25:49,2025-01-18 16:26:25,26,10,answered,inbound,billing,resolved,1
8226,2,42076,2025-01-25 19:59:39,2025-01-25 20:02:58,4,195,answered,inbound,contract,resolved,2
8227,11,54782,2025-01-23 15:12:43,2025-01-23 15:13:45,25,37,missed,inbound,technical,unresolved,1
8228,7,61632,2025-01-25 17:40:02,2025-01-25 17:51:50,125,583,answered,outbound,billing,resolved,3
8229,6,32203,2025-01-10 08:14:23,2025-01-10 08:15:44,23,58,missed,inbound,other,unresolved,1
8230,10,55642,2025-01-29 17:51:20,2025-01-29 17:52:31,1,70,answered,inbound,contract,resolved,4
8231,5,19486,2025-01-14 18:47:53,2025-01-14 18:50:33,20,140,missed,outbound,technical,unresolved,3
8232,11,70595,2025-01-06 14:41:50,2025-01-06 14:44:50,25,155,answered,inbound,technical,resolved,4
8233,1,42158,2025-01-18 19:40:01,2025-01-18 19:43:16,53,142,abandoned,inbound,contract,unresolved,1
8234,2,24681,2025-01-09 17:03:42,2025-01-09 17:04:24,10,32,answered,outbound,other,resolved,3
8235,1,64790,2025-01-17 10:31:57,2025-01-17 10:34:03,34,92,answered,inbound,technical,unresolved,3
8236,19,65052,2025-01-15 09:15:03,2025-01-15 09:15:57,7,47,answered,inbound,technical,resolved,5
8237,2,87237,2025-01-18 19:41:05,2025-01-18 19:41:57,38,14,abandoned,outbound,technical,unresolved,2
8238,20,25372,2025-01-11 17:00:15,2025-01-11 17:01:34,29,50,answered,outbound,contract,resolved,3
8239,4,36611,2025-01-05 16:16:35,2025-01-05 16:20:47,78,174,answered,inbound,other,resolved,4
8240,12,15523,2025-01-02 18:30:33,2025-01-02 18:32:24,24,87,answered,inbound,contract,resolved,4
8241,20,55793,2025-01-05 09:44:36,2025-01-05 09:51:49,13,420,answered,outbound,technical,resolved,5
8242,18,30233,2025-01-01 12:14:30,2025-01-01 12:17:54,30,174,answered,inbound,other,resolved,3
8243,1,34955,2025-01-19 19:33:58,2025-01-19 19:35:52,32,82,abandoned,inbound,technical,unresolved,2
8244,1,79299,2025-01-20 08:34:10,2025-01-20 08:43:43,3,570,answered,inbound,technical,resolved,4
8245,14,57524,2025-01-17 15:04:16,2025-01-17 15:11:00,33,371,answered,outbound,technical,unresolved,3
8246,4,52621,2025-01-18 16:54:34,2025-01-18 16:57:03,47,102,answered,inbound,contract,resolved,4
8247,5,94978,2025-01-15 08:49:22,2025-01-15 08:55:25,86,277,answered,outbound,billing,resolved,4
8248,11,78001,2025-01-08 12:28:59,2025-01-08 12:32:27,9,199,answered,inbound,billing,resolved,4
8249,13,79987,2025-01-14 11:09:19,2025-01-14 11:11:40,24,117,missed,inbound,technical,unresolved,1
8250,16,91597,2025-01-21 14:29:28,2025-01-21 14:32:14,2,164,answered,outbound,technical,resolved,5
8251,13,10015,2025-01-23 11:00:20,2025-01-23 11:02:57,7,150,answered,inbound,contract,resolved,4
8252,2,14410,2025-01-07 19:03:38,2025-01-07 19:06:08,103,47,answered,inbound,contract,resolved,3
8253,16,28964,2025-01-24 09:01:36,2025-01-24 09:04:07,111,40,missed,outbound,technical,unresolved,1
8254,6,80671,2025-01-03 11:46:48,2025-01-03 11:49:56,1,187,answered,inbound,other,resolved,3
8255,14,83484,2025-01-11 11:26:03,2025-01-11 11:27:52,30,79,missed,inbound,billing,unresolved,1
8256,1,80325,2025-01-04 10:33:15,2025-01-04 10:33:30,5,10,abandoned,inbound,contract,unresolved,2
8257,17,18602,2025-01-20 15:50:21,2025-01-20 15:55:24,48,255,abandoned,outbound,technical,unresolved,3
8258,11,17232,2025-01-02 08:22:43,2025-01-02 08:24:21,39,59,answered,inbound,billing,unresolved,1
8259,19,67245,2025-01-14 19:53:12,2025-01-14 19:59:40,29,359,missed,outbound,contract,unresolved,1
8260,3,57950,2025-01-10 11:06:53,2025-01-10 11:07:33,29,11,answered,inbound,contract,resolved,5
8261,11,80371,2025-01-02 11:08:23,2025-01-02 11:11:21,38,140,answered,outbound,technical,resolved,2
8262,5,38381,2025-01-06 08:06:15,2025-01-06 08:07:15,23,37,answered,inbound,other,resolved,3
8263,17,86305,2025-01-17 15:02:24,2025-01-17 15:04:56,52,100,answered,inbound,technical,resolved,2
8264,7,66025,2025-01-29 12:53:51,2025-01-29 12:56:04,49,84,abandoned,inbound,contract,unresolved,2
8265,10,92192,2025-01-06 16:22:49,2025-01-06 16:24:57,16,112,answered,outbound,technical,resolved,2
8266,11,63706,2025-01-11 13:26:26,2025-01-11 13:29:58,50,162,answered,inbound,other,resolved,5
8267,3,10819,2025-01-13 19:08:07,2025-01-13 19:10:14,16,111,abandoned,outbound,billing,unresolved,1
8268,20,45383,2025-01-13 18:31:28,2025-01-13 18:35:13,35,190,missed,inbound,technical,unresolved,2
8269,10,88684,2025-01-14 08:04:37,2025-01-14 08:05:29,9,43,answered,inbound,contract,resolved,4
8270,10,81605,2025-01-09 11:12:32,2025-01-09 11:14:36,15,109,answered,inbound,contract,unresolved,2
8271,14,15640,2025-01-30 13:24:05,2025-01-30 13:24:25,9,11,answered,inbound,technical,unresolved,3
8272,12,69888,2025-01-07 17:35:49,2025-01-07 17:41:03,180,134,answered,inbound,other,unresolved,2
8273,15,96810,2025-01-29 10:10:16,2025-01-29 10:12:31,37,98,answered,outbound,contract,resolved,5
8274,10,72244,2025-01-02 14:40:56,2025-01-02 14:44:49,44,189,answered,inbound,contract,resolved,4
8275,10,83237,2025-01-25 18:30:45,2025-01-25 18:32:01,40,36,missed,inbound,technical,unresolved,2
8276,19,94901,2025-01-17 14:29:38,2025-01-17 14:30:34,1,55,answered,inbound,technical,resolved,4
8277,1,78575,2025-01-14 16:08:48,2025-01-14 16:13:06,50,208,missed,inbound,billing,unresolved,2
8278,10,64087,2025-01-26 12:01:43,2025-01-26 12:04:00,60,77,answered,inbound,technical,resolved,4
8279,2,41915,2025-01-22 09:14:05,2025-01-22 09:21:08,16,407,answered,outbound,billing,resolved,2
8280,17,53642,2025-01-23 13:27:42,2025-01-23 13:28:48,35,31,answered,outbound,other,resolved,4
8281,7,66611,2025-01-29 08:35:18,2025-01-29 08:38:58,1,219,answered,outbound,contract,resolved,1
8282,7,56889,2025-01-05 14:43:18,2025-01-05 14:43:54,9,27,answered,inbound,technical,unresolved,3
8283,20,51215,2025-01-01 18:42:24,2025-01-01 18:43:50,8,78,missed,outbound,billing,unresolved,1
8284,9,12487,2025-01-22 13:35:58,2025-01-22 13:36:33,11,24,answered,inbound,technical,resolved,3
8285,2,71045,2025-01-17 19:24:09,2025-01-17 19:26:23,19,115,abandoned,inbound,technical,unresolved,2
8286,14,84035,2025-01-23 19:57:45,2025-01-23 20:01:24,9,210,abandoned,inbound,contract,unresolved,2
8287,17,81667,2025-01-07 18:54:54,2025-01-07 18:55:48,10,44,answered,inbound,billing,resolved,4
8288,1,69040,2025-01-24 18:23:02,2025-01-24 18:39:46,125,879,answered,inbound,contract,resolved,3
8289,9,71295,2025-01-08 11:22:04,2025-01-08 11:23:18,11,63,answered,inbound,technical,resolved,5
8290,20,10825,2025-01-28 11:12:35,2025-01-28 11:16:13,33,185,answered,inbound,other,unresolved,2
8291,19,11191,2025-01-06 09:28:04,2025-01-06 09:29:57,41,72,answered,inbound,technical,resolved,4
8292,4,53094,2025-01-15 15:33:52,2025-01-15 15:35:07,14,61,missed,inbound,billing,unresolved,1
8293,8,73490,2025-01-23 12:25:08,2025-01-23 12:26:02,2,52,answered,inbound,technical,resolved,5
8294,13,90243,2025-01-25 15:13:47,2025-01-25 15:16:01,25,109,answered,outbound,technical,resolved,5
8295,4,64799,2025-01-25 09:02:31,2025-01-25 09:13:09,180,458,answered,outbound,technical,unresolved,1
8296,9,49553,2025-01-04 12:14:57,2025-01-04 12:16:54,13,104,answered,inbound,technical,resolved,5
8297,9,16813,2025-01-28 09:44:10,2025-01-28 09:48:10,0,240,answered,inbound,other,unresolved,1
8298,18,36350,2025-01-10 11:19:04,2025-01-10 11:21:43,63,96,answered,outbound,technical,resolved,4
8299,12,97561,2025-01-22 08:12:45,2025-01-22 08:16:10,11,194,answered,inbound,technical,unresolved,2
8300,10,38992,2025-01-22 16:02:01,2025-01-22 16:04:10,76,53,answered,inbound,other,resolved,3
8301,11,92453,2025-01-12 15:17:55,2025-01-12 15:25:07,11,421,missed,inbound,other,unresolved,1
8302,7,98430,2025-01-26 11:24:51,2025-01-26 11:36:56,82,643,answered,inbound,contract,resolved,4
8303,9,43975,2025-01-15 08:07:48,2025-01-15 08:12:36,98,190,answered,inbound,other,resolved,4
8304,6,34992,2025-01-05 14:34:37,2025-01-05 14:35:31,34,20,missed,inbound,other,unresolved,1
8305,19,53736,2025-01-13 18:16:37,2025-01-13 18:18:14,71,26,answered,inbound,technical,resolved,4
8306,16,11237,2025-01-30 12:17:35,2025-01-30 12:21:57,80,182,answered,inbound,other,resolved,3
8307,15,14943,2025-01-12 19:47:10,2025-01-12 19:47:37,17,10,answered,outbound,technical,resolved,4
8308,7,63917,2025-01-28 18:42:54,2025-01-28 18:44:02,42,26,abandoned,outbound,other,unresolved,3
8309,16,31220,2025-01-06 18:25:15,2025-01-06 18:28:23,37,151,answered,inbound,contract,resolved,5
8310,5,57798,2025-01-06 16:17:32,2025-01-06 16:23:31,22,337,answered,outbound,technical,resolved,4
8311,16,38694,2025-01-18 10:08:45,2025-01-18 10:10:34,56,53,answered,outbound,billing,unresolved,2
8312,1,38250,2025-01-12 17:08:43,2025-01-12 17:12:03,25,175,answered,inbound,contract,resolved,3
8313,19,89478,2025-01-05 14:50:41,2025-01-05 14:52:02,12,69,answered,outbound,billing,resolved,3
8314,5,43227,2025-01-02 13:21:04,2025-01-02 13:23:13,12,117,abandoned,outbound,contract,unresolved,1
8315,7,88305,2025-01-01 17:17:54,2025-01-01 17:18:04,0,10,answered,outbound,technical,unresolved,3
8316,19,92039,2025-01-26 09:52:14,2025-01-26 09:57:48,3,331,answered,inbound,technical,unresolved,2
8317,5,63920,2025-01-11 17:44:19,2025-01-11 17:53:44,6,559,answered,inbound,other,resolved,3
8318,17,20447,2025-01-15 17:16:04,2025-01-15 17:18:03,49,70,answered,inbound,other,unresolved,3
8319,8,84045,2025-01-01 10:43:24,2025-01-01 10:48:57,4,329,answered,inbound,billing,unresolved,3
8320,1,32865,2025-01-07 09:52:14,2025-01-07 09:52:43,9,20,answered,inbound,technical,resolved,2
8321,2,65450,2025-01-20 14:13:19,2025-01-20 14:22:39,25,535,answered,outbound,technical,resolved,5
8322,15,26134,2025-01-16 16:18:21,2025-01-16 16:32:26,16,829,answered,inbound,other,resolved,4
8323,20,62378,2025-01-05 17:07:28,2025-01-05 17:08:38,60,10,abandoned,outbound,billing,unresolved,1
8324,18,26201,2025-01-14 18:29:32,2025-01-14 18:30:03,4,27,answered,outbound,technical,resolved,5
8325,11,28936,2025-01-10 09:38:48,2025-01-10 09:43:45,160,137,answered,inbound,contract,resolved,5
8326,10,88794,2025-01-05 15:41:36,2025-01-05 15:45:13,69,148,answered,inbound,billing,unresolved,1
8327,4,71752,2025-01-05 16:42:46,2025-01-05 16:45:52,27,159,answered,outbound,billing,resolved,4
8328,5,75309,2025-01-27 12:16:18,2025-01-27 12:16:37,5,14,answered,outbound,contract,resolved,5
8329,4,31762,2025-01-14 12:55:25,2025-01-14 13:01:03,4,334,answered,outbound,technical,resolved,5
8330,13,13228,2025-01-02 11:27:03,2025-01-02 11:33:03,6,354,answered,inbound,billing,unresolved,1
8331,13,69405,2025-01-03 13:47:41,2025-01-03 13:52:32,7,284,abandoned,inbound,technical,unresolved,2
8332,18,78946,2025-01-18 10:33:09,2025-01-18 10:37:56,56,231,answered,outbound,billing,resolved,5
8333,2,10408,2025-01-29 15:33:15,2025-01-29 15:35:48,143,10,abandoned,outbound,other,unresolved,2
8334,16,57497,2025-01-05 11:48:44,2025-01-05 11:54:59,56,319,answered,inbound,technical,unresolved,1
8335,1,61419,2025-01-23 13:57:31,2025-01-23 13:58:39,58,10,abandoned,inbound,contract,unresolved,1
8336,19,68087,2025-01-12 08:08:59,2025-01-12 08:11:29,117,33,abandoned,inbound,contract,unresolved,3
8337,9,15773,2025-01-20 08:55:32,2025-01-20 08:56:00,4,24,answered,outbound,contract,resolved,4
8338,3,62986,2025-01-02 12:32:00,2025-01-02 12:35:51,4,227,answered,inbound,contract,unresolved,1
8339,7,69175,2025-01-15 13:29:26,2025-01-15 13:31:29,90,33,abandoned,inbound,contract,unresolved,1
8340,10,84715,2025-01-01 12:15:09,2025-01-01 12:18:33,32,172,answered,outbound,technical,resolved,5
8341,1,15617,2025-01-27 12:01:29,2025-01-27 12:02:06,11,26,answered,outbound,other,resolved,4
8342,10,78237,2025-01-14 18:18:18,2025-01-14 18:21:54,8,208,answered,inbound,billing,resolved,4
8343,9,13907,2025-01-19 10:10:51,2025-01-19 10:18:21,37,413,answered,inbound,contract,resolved,3
8344,15,23841,2025-01-30 17:31:15,2025-01-30 17:36:21,40,266,answered,inbound,technical,unresolved,2
8345,15,59827,2025-01-17 11:35:46,2025-01-17 11:37:44,56,62,answered,inbound,contract,resolved,4
8346,3,64079,2025-01-24 18:47:51,2025-01-24 18:52:22,41,230,missed,inbound,contract,unresolved,1
8347,5,88943,2025-01-21 11:04:18,2025-01-21 11:20:50,51,941,answered,inbound,billing,resolved,4
8348,9,71467,2025-01-16 10:23:59,2025-01-16 10:28:08,50,199,answered,inbound,other,unresolved,1
8349,9,58091,2025-01-30 08:34:01,2025-01-30 08:34:27,2,24,answered,outbound,contract,resolved,4
8350,7,64501,2025-01-10 18:05:39,2025-01-10 18:08:56,49,148,answered,outbound,technical,resolved,3
8351,12,71855,2025-01-06 11:18:47,2025-01-06 11:20:29,6,96,missed,inbound,technical,unresolved,1
8352,9,29859,2025-01-04 15:40:23,2025-01-04 15:41:28,27,38,answered,inbound,billing,unresolved,2
8353,6,82352,2025-01-09 15:04:20,2025-01-09 15:05:07,11,36,answered,inbound,other,resolved,3
8354,2,59693,2025-01-17 15:26:47,2025-01-17 15:32:25,45,293,answered,inbound,billing,resolved,4
8355,9,26548,2025-01-18 13:05:27,2025-01-18 13:06:11,14,30,answered,inbound,contract,resolved,5
8356,17,92904,2025-01-10 11:56:15,2025-01-10 12:06:54,97,542,answered,inbound,contract,resolved,5
8357,1,94581,2025-01-19 15:17:36,2025-01-19 15:25:49,1,492,answered,inbound,contract,resolved,5
8358,19,43385,2025-01-29 13:01:54,2025-01-29 13:08:59,25,400,abandoned,inbound,technical,unresolved,3
8359,6,87641,2025-01-15 18:10:04,2025-01-15 18:11:02,22,36,answered,outbound,technical,resolved,3
8360,5,34644,2025-01-10 11:19:17,2025-01-10 11:20:53,8,88,abandoned,inbound,technical,unresolved,2
8361,2,15639,2025-01-12 16:48:16,2025-01-12 16:50:17,2,119,abandoned,inbound,technical,unresolved,1
8362,9,87152,2025-01-04 10:56:22,2025-01-04 11:00:11,10,219,missed,inbound,contract,unresolved,3
8363,14,30580,2025-01-27 09:51:52,2025-01-27 09:52:55,5,58,answered,inbound,technical,resolved,3
8364,4,36974,2025-01-10 19:45:51,2025-01-10 19:46:26,8,27,answered,outbound,technical,resolved,4
8365,4,55373,2025-01-13 11:03:23,2025-01-13 11:07:37,78,176,abandoned,inbound,other,unresolved,3
8366,15,57612,2025-01-23 11:10:32,2025-01-23 11:13:45,51,142,answered,outbound,technical,resolved,4
8367,8,34761,2025-01-06 12:26:36,2025-01-06 12:28:50,6,128,answered,outbound,technical,unresolved,2
8368,4,20701,2025-01-27 19:46:05,2025-01-27 19:47:48,92,11,abandoned,inbound,contract,unresolved,3
